,text,label
4697,Tandem repeat describes a pattern that helps determine an individual 's inherited traits .,B2
4698,Most dolmen constructions were built using stone slabs of big dimensions .,B2
4699,"The largest animals eat first , while the smaller ones follow a hierarchy .",B2
4700,Alternating current generating systems were known in simple forms from the discovery of the magnetic induction of electric current in the 1830s .,B1
4701,Alternating current generating systems were known from the discovery of the magnetic induction of electric current .,B1
4702,His lectures were legendary and frequently used to last for three or four hours .,B2
4703,"In the 1930 season , the league changed the passing rules , effectively eliminating offsides .",B1
4704,In the era between convict settlement and the rise of the modern tourist industry the area was mostly engaged in the timber industry and fishing .,B2
4705,The symmetry operations can be represented in many ways .,B1
4706,Symmetry operations can be written in many ways .,B2
4707,Chaplin has appeared in a wide variety of critically recognized Spanish and French films .,B1
4708,It is sometimes seen in older deeds and contracts as a more traditional way of using terms of reference .,B2
4709,Also sometimes seen in older deeds and contracts as a more traditional way of incorporating terms of reference .,B2
4710,"Cooling refers to the process of becoming cold , or lowering in temperature .",B2
4711,"Conversion to the Human Era from Julian or Gregorian AD years can be achieved by adding 10,000 .",B2
4712,"Usually men and boys sang Gregorian chant in churches , and holy women and men sang Gregorian chants in their daily prayers .",B1
4713,"The islets are volcanic rocks , with only a thin layer of soil and moss .",B2
4714,"Like Ulleung - do , the islets are volcanic rocks , with only a thin layer of soil and moss .",B2
4715,"The parish is rural in character , the northeast being moorland and the southwest lower lying farmland .",B2
4716,A number of tactics are employed to reach the objective of a race .,B2
4717,"Over the next few days , a psychological war ensues .",B2
4718,"Over the next few days , a psychological war takes place .",B2
4719,"Four days since impact , food is in short supply across the entire planet .",B1
4720,The main economic activity of the municipality is agriculture .,B1
4721,The main economic activity of the municipality is farming .,B2
4722,"According to the 2010 census , the median income for a household in the county was $ 36,363 , and the median income for a family was $ 41,381 .",B2
4723,Roads entering the City are narrowed and have small chicanes to force drivers to slow down and be recorded by CCTV cameras .,B2
4724,Roads entering the City were narrowed and small chicanes were created to force drivers to slow down and be recorded by CCTV cameras .,B2
4725,Paper clips can be bent into a crude but sometimes effective lock picking device .,B2
4726,Smoked and salted cod roe paste is very popular in Sweden .,B2
4727,"Smoked and salted cod roe paste , commonly served as sandwich topping is popular in Sweden .",B2
4728,"With further transistor size reductions made available with semiconductor technology advances , multi-core CPUs have appeared where multiple CPUs are implemented on the same silicon chip .",B2
4729,"As a fine powder , toner can remain suspended in the air for some period , and is considered to have health effects comparable to inert dust .",B2
4730,"Since toner is a fine dust , it can remain in the air for a long time , and is considered to have health effects similar to inert dust .",B2
4731,"Hornworts may be found world - wide , growing where it is damp or humid .",B2
4732,"Hornworts may be found worldwide , though they tend to grow only in places that are damp or humid .",B2
4733,"After a long series of concerts , the band returned to Sweden in order to spend time with their families and begin writing songs for their next album .",B2
4734,The material scientist / engineer also deals with the extraction of materials and their conversion into useful forms .,B2
4735,Blobfish are often caught as bycatch in bottom trawling nets .,B2
